Name,id,RDKit_0,RDKit_1,RDKit_2,RDKit_3,RDKit_4,RDKit_5,RDKit_6,RDKit_7,Yield_2h,Yield_12h,Class
1PTZTRZ,7i,-6.37537255801658,1.485852914925506,-1.5413686932152002,-0.0782603338192346,1.668872286999811,0.3340911321007178,0.2079340302736342,-1.753054349273993,13,88,good
2CzBP,8a,-5.151436611530053,0.5257167944289317,-1.583438655836907,4.27540350622061,-2.183362929863084,0.3546505523347105,0.6296665436182739,1.6296413818499398,0,22,bad
2DPABP,8b,-5.174410123747776,-1.6181861734202316,2.0427917289509265,2.655039584946327,-1.880963689701896,-1.6497645025651972,-0.5488024941543793,0.8843068662521945,41,80,good
2tBuDPABP,8c,-0.0624087419270316,-4.899788821046953,0.5588865321072294,-0.4617465416623029,-5.59732825416442,-0.7007996050585191,1.9086063341564456,0.2961003823958363,49,82,good
2MeDPABP,8d,-3.774127999707925,-2.5682417888241087,1.49106880450779,1.485398344555065,-2.877520554217672,-1.2793638386916206,0.04495990872129,0.6658497586590839,42,82,good
2ClDPABP,8e,-3.539050981594017,-1.276341529346683,4.299050408930496,2.2958904051970963,0.0453329322971858,-1.625293873104734,3.937368273477003,1.0549901075708192,11,82,good
2BrDPABP,8f,-2.8808771591655167,-2.177754227290599,3.859176268775735,2.663247443583453,0.3382156784010654,-0.7674145004822293,3.914963533561092,-0.646815090353437,30,74,bad
2PhDPABP,8g,2.2871362216676814,-3.651685069572756,0.8214154783715824,3.971364523931004,-2.615012389980456,-3.0230377532374564,-1.4339790445135494,-1.849019335239446,53,83,good
2CzPN,9a,-4.848825296152273,2.676741722499961,-3.131662042577448,0.3005957268643921,1.896054296211988,1.868800756569209,-0.5091355570193392,2.737877164191449,0,76,bad
2tBuCzPN,9b,0.4142500898640203,-0.8192301439143802,-3.927134947446768,-2.794221389867007,-2.449023336583363,3.0117143377221343,2.048874878471284,2.397266241875949,53,86,good
2ClCzPN,9c,-3.1326712633350504,3.0364508022945804,-0.6513875684009507,-0.1752932245168967,3.666231489194506,1.918986838065708,4.150094203036324,3.095361613387617,0,79,bad
1tBuDPAN,10a,-8.619422589004781,-1.9176518528483704,-2.818118875375976,-4.482736070026792,-0.9026417513247508,0.9396355233737048,0.747142089299202,0.7249835314754511,0,47,bad
PNZN,10b,-11.197971456592567,2.7405340682321206,-1.1202897054905876,-3.1949693043553604,0.7205298827010227,1.679720467599769,-1.792469566162307,-1.5169352566672138,1,65,bad
PTZN,10c,-11.147903087043613,0.1112580764295312,-2.414183113092634,-3.535425194181432,3.253249625146041,1.6922751371725853,-0.7982459807853435,-0.9131512007399958,1,74,bad
PhPTZN,10d,-3.176435996892933,-2.2710134289551807,-3.3000766750802497,-1.7806257656594031,2.1097648003803244,-0.3196721467054492,-2.000564727180452,-3.330943677709404,26,78,bad
CF3PTZN,10e,-4.126588003109531,-0.2269207684595806,5.013316284599828,0.2467716380926758,-0.5751943764716931,14.56235088891296,-2.531716327460198,-5.446645976920499,10,76,bad
2DPAN,11a,-6.17451500048003,-1.294005829404766,-1.7208504788251553,-2.047157065388334,2.117343698369865,-2.3066371993801176,-2.051665621633109,-0.1841305332821777,11,70,bad
2tBuDPAN,11b,-1.0798883655824614,-4.534311015826393,-2.266938943633282,-4.446777270518795,-2.585003627854533,-0.8014827343393482,0.9069531780906562,-0.5985818591398697,15,62,bad
2MeDPAN,11c,-4.955231446611961,-2.0692761589686417,-1.9851376611052411,-3.1213136028150616,1.1160706316570783,-1.8824486630830417,-1.3945540811665846,-0.4496593547096756,0,46,bad
2DPAA,12a,-4.541322620677726,-1.89468009099512,-1.5986604136271585,-2.0235730131534595,2.1658284266486927,-2.4689310056835225,-2.352060473073771,-0.3681080692096788,0,50,bad
2tBuDPAA,12b,0.3651304962363996,-4.971487255459352,-2.2304529685053307,-4.253252307055437,-2.40242060843142,-0.9055943003733652,0.6322843347850108,-0.88610710849638,0,45,bad
2MeDPAA,12c,-3.3526302972566437,-2.647509841699847,-1.8876033727657329,-3.067273935109683,1.1891896746769832,-2.038268838998106,-1.696380705490182,-0.6317834329774351,0,73,bad
2OMeDPAA,12d,-1.1619958858790274,5.968620911008829,3.095827036773701,-4.274525619209049,-2.5681491675284045,-3.4057561237696525,-1.732322821185961,-2.6866491068103744,0,2,bad
3CzNB,13a,-1.4465110583322178,1.8722040358318224,0.1893663556148648,5.657285348380773,-1.2871815120039032,3.196504649424244,-0.596726989435088,-1.9410493333273109,0,24,bad
3DPANB,13b,-1.7360512577667564,-1.3630194984251518,5.381446940389785,2.9200324250035226,-1.0519182970503518,0.5644564207631995,-2.253593295965261,-2.839639438779386,3,61,bad
3MeDPANB,13c,0.3740197358299033,-2.4857318366434327,4.755675671379764,1.6450311292531794,-2.399076700802052,0.9690995408712968,-1.3174293249307951,-3.191912471749664,0,23,bad
3BrDPANB,13d,1.5816614273009837,-2.1181063308911496,7.73437044865902,2.823356633765385,1.8271894461518248,1.6666759567182812,3.884810288135371,-4.625639727517007,0,81,good
2CzAQ,14a,-4.364744440440938,0.0361995575007143,0.2956154107171353,6.252455216051277,-4.0522580033782365,0.6521740794824372,0.5178402583564722,3.711558998671436,0,0,bad
2DPAAQ,14b,-4.682697844537269,-1.870494710673361,3.6303827941113616,4.584594259357542,-3.902588231553224,-1.2053008393750726,-0.3782498289646692,3.106464486629488,0,0,bad
3DPA2FBN,15,-0.8816297503717477,-1.0902442870644775,4.398678079150849,-0.8236188851819656,1.223510708021832,0.821068585733512,-2.985084045756267,2.5961465658302774,77,77,bad
5CzBN,16,8.235007635760509,1.558862026249881,-5.324962171617623,4.007268258458371,1.9877432990393047,-0.0724525501242097,-2.4569467616244243,-0.0437291188906517,31,84,good
2DPABz,17,-4.8668926852002095,-2.071105629779682,4.856808652760954,5.623124417406131,-4.41498407430602,-1.977813879140937,-0.9428389510344888,3.3921439925196157,0,76,bad
DPABT,18,-10.292395666080088,1.3866367308179135,-2.5542506849389497,-1.6737152664021862,2.909641708163214,0.4057387697871811,0.5742963300658122,-0.2490201696285154,0,76,bad
